MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
CRPW21131566,1404 N Lowell ST ,92706,Orange,83,1248,6850,1938
CROC21128968,3390 Temescal AVE ,92860,Riverside,65,787,7405,1956
CNSR19236689,2222 Bernina ,93222,Kern,30,2464,9879,1991
ME221071380,1550 Oliver ST ,93620,Merced,73,1104,10019,1948
EB40953724,848 Leeds Ct ,94510,Solano,34,3133,9519,1987
CC40954548,5872 Cattleya Way ,94582,Contra Costa,22,2793,5670,1999
ME221065733,3725 Giggs WAY ,95661,Placer,7,1631,8080,2014
ME221065640,637 Lakecrest DR ,95762,El Dorado,16,5972,15246,2005
ME221061938,2891 3rd Ave ,95818,Sacramento,82,1500,5227,1939
ME221080841,7470 Peacock WAY ,95820,Sacramento,69,925,5227,1952
ME221065559,1105 Kleeman ,95912,Colusa,15,2997,8712,2006
CRP1-5347,1531 Braeburn RD ,91001,Los Angeles,69,2387,22782,1952
CROC21120899,6 Camino Del Prado ,92673,Orange,20,2055,5613,2001
ML81852167,807 Laurelwood DR ,94403,San Mateo,70,1380,12900,1951
BE40955211,2982 Limestone Rd ,94507,Contra Costa,13,4603,23200,2008
BA321053132,20 Hillcrest AVE ,94510,Solano,78,1092,4792,1943
CC40954059,57 Corte Del Sol ,94556,Contra Costa,49,3136,12880,1972
BE40956146,3108 Vittoria Loop ,94568,Alameda,7,2368,2184,2014
BA321051746,28 Fern RD ,94904,Marin,71,1545,5602,1950
BA321059794,10 Elinor AVE ,94941,Marin,98,1411,9901,1923
ML81848876,18625 SAGE CT ,95070,Santa Clara,21,3929,23416,2000
ME221065390,2306 Azevedo AVE ,95337,San Joaquin,5,2401,8411,2016
ME221067538,6328 Claussen WAY ,95660,Sacramento,68,1147,7405,1953
ME221070663,5909 N Haven DR ,95660,Sacramento,70,904,6534,1951
BA321053282,142 Norwalk CT ,95687,Solano,34,2148,8255,1987
ME221065731,2501 Casa Linda DR ,95822,Sacramento,62,888,8276,1959
ME202002586,1124 Butte AVE ,95965,Butte,84,1066,54886,1937
ME201904204,3260 Burlington AVE ,95966,Butte,45,1312,4792,1976
ME201802872,3764 Oro Dam BLVD ,95966,Butte,77,999,6534,1944
ME202002701,15050 Amos ,96007,Shasta,19,1357,871200,2002
CRDW21113872,10453 Mary Ave ,90002,Los Angeles,77,1012,5301,1944
TM21-748264,912 Kodak DR ,90026,Los Angeles,75,1175,6902,1946
TM21-751554,1621 Arla WAY ,90041,Los Angeles,0,1711,1207,2021
CRPW21119941,3739 Delta AVE ,90810,Los Angeles,76,1097,6004,1945
CRP1-5138,323 N Myrtle AVE ,91016,Los Angeles,94,1350,7049,1927
CRV1-6524,4560 Ensenada DR ,91364,Los Angeles,97,1508,7624,1924
CRTR21130346,14745 Los Robles AVE ,91745,Los Angeles,34,2097,10579,1987
CRNDP2106709,1643 Knob Hill RD ,92069,San Diego,47,1540,14000,1974
CROC21086244,5 Coralwind ,92656,Orange,34,1659,4000,1987
CROC21122263,15 Ceramica ,92688,Orange,26,1757,4400,1995
CRV0-220002208,541 Whalen WAY ,93036,Ventura,5,2338,4791.6,2016
CNSR21125988,8344 W Avenue C4 ,93536,Los Angeles,15,2803,109118,2006
SF421569613,16 Bache ST ,94110,San Francisco,83,1100,1751,1938
CC40953853,2550 Royal Oaks Drive ,94507,Contra Costa,31,3450,10395,1990
BA321051438,4903 Springwood CIR ,94534,Solano,30,1835,4805,1991
EB40953438,123 Davisco Dr ,94561,Contra Costa,2,2012,5609,2019
ME221050840,4647 El Dorado RD ,95623,El Dorado,35,1558,44431,1986
BA321054003,304 White Sands DR ,95687,Solano,31,1768,6621,1990
ME221041981,1315 Camden PL ,95762,El Dorado,31,2835,20473,1990
ME201802228,6273 Merry WAY ,95930,Butte,43,1728,16553,1978
CRCV21099532,4225 Center ,91706,Los Angeles,43,1545,6147,1978
CRCV21137733,913 W D ST ,91762,San Bernardino,69,1146,8470,1952
CRTR21111900,648 Golden Prados DR ,91765,Los Angeles,46,1709,10023,1975
CRCV21125671,1279 Mallorca ST ,91784,San Bernardino,34,1430,8320,1987
CRCV21127442,1922 Coolcrest WAY ,91784,San Bernardino,54,1857,11250,1967
CRNDP2107020,6266 Village Green DR ,92009,San Diego,15,2476,5104,2006
CRPW21133119,1020 Heritage ,92314,San Bernardino,6,4136,55321,2015
CROC21131229,14 Las Cruces ,92688,Orange,24,1975,2800,1997
CNSR21138932,43318 11th ST ,93535,Los Angeles,32,1372,6651,1989
ML81850267,25380 Vista Del Pinos ,93923,Monterey,64,2920,52707.6,1957
ML81849209,911 Sunset DR ,94070,San Mateo,87,1350,8072,1934
CC40953446,524 Yelland Way ,94513,Contra Costa,6,4910,11570,2015
BE40954515,1615 Garvin Ave ,94801,Contra Costa,66,890,2500,1955
BA321054144,214 Forrest AVE ,94930,Marin,48,1280,5998,1973
BA321053757,103 Milland DR ,94941,Marin,44,1872,9117,1977
ML81849639,1139 Roy AVE ,95125,Santa Clara,79,1031,6557,1942
ML81849065,216 Brooklyn AVE ,95128,Santa Clara,73,1228,5056,1948
ME221066297,3657 Miners Ravine DR ,95661,Placer,7,3035,15246,2014
CROC21121848,2953 Amber Vista ,92028,San Diego,33,2082,48787,1988
CRPTP2104024,6441 Malcolm DR ,92115,San Diego,77,1806,8200,1944
CREV21126696,1227 Klondike DR ,92352,San Bernardino,45,1228,7200,1976
CRIV21128403,5949 Dogwood ST ,92404,San Bernardino,66,1258,7200,1955
CROC21083199,21891 Seacrest LN ,92646,Orange,52,2520,6135,1969
CNSR21149224,3117 S Center ST ,92704,Orange,49,1419,6099,1972
CRPW21123183,1430 E Concord AVE ,92867,Orange,59,1894,7350,1962
CRPW21126259,19950 Winners CIR ,92886,Orange,16,5834,15197,2005
ML81848562,111 10th ST ,93950,Monterey,95,1569,3600,1926
SF421561013,45 Ina CT ,94112,San Francisco,71,1205,2500,1950
ML81850299,4045 Orme ST ,94306,Santa Clara,70,2604,18738,1951
ML81850343,514 Castilian WAY ,94402,San Mateo,81,1310,5778,1940
SF421561993,6054 Fairlane DR ,94611,Alameda,26,3565,9350,1995
BA321059368,364 Laverne AVE ,94941,Marin,12,3288,13499,2009
ML81848078,48 Sister City WAY ,95020,Santa Clara,7,2069,2794,2014
ML81853511,3431 Rubion DR ,95148,Santa Clara,53,1610,6079,1968
ME221068328,143 Stonington WAY ,95630,Sacramento,32,1742,7902,1989
ME221060791,13131 Thistle LOOP ,95946,Nevada,36,1810,12632,1985
CROC21121984,154 12th ST ,90740,Orange,40,2878,2938,1981
CRPF21129971,861 W Edna PL ,91722,Los Angeles,68,1504,7433,1953
CROC21122738,61756 Onaga ,92252,San Bernardino,16,1513,18505,2005
CREV21123743,41329 Sequoia LN ,92544,Riverside,48,792,7405,1973
CRPW21138765,2206 E Center ST ,92806,Orange,67,1336,6018,1954
CRPW21117954,11891 Manley ST ,92845,Orange,62,1361,6200,1959
CRLG21120716,7930 E Elderwood AVE ,92869,Orange,34,2370,5000,1987
ML81853142,57 Larkspur AVE ,94015,San Mateo,63,1280,3300,1958
ML81848170,543 Maple AVE ,94066,San Mateo,65,870,2500,1956
EB40957900,1173 Outrigger Cir ,94513,Contra Costa,28,2008,11880,1993
CC40953471,124 Aralia Ct ,94547,Contra Costa,42,1439,7700,1979
CC40954899,14 Francisco Ct ,94563,Contra Costa,73,2232,27360,1948
CC40953698,32924 Regents Blvd ,94587,Alameda,41,2762,6904,1980
ML81848256,32305 Derby ST ,94587,Alameda,24,2335,6135,1997
ME221065701,1155 TAWNY LN ,95380,Stanislaus,27,1300,8586,1994
ME221077189,8855 White Peacock WAY ,95624,Sacramento,19,2021,8525,2002
ME221064175,109 Hollyann DR ,95630,Sacramento,23,3270,10454,1998
ME221065379,703 Lakecrest DR ,95762,El Dorado,21,3100,23087,2000
ME221059703,4134 Tahoe Vista DR ,95765,Placer,20,1635,8263,2001
ME202100621,4085 State Highway 20 ,95901,Yuba,28,2150,280091,1993
ME221069272,106 Lone Jack PL ,95945,Nevada,0,1652,5663,2021
TM21-747662,8049 El Manor AVE ,90045,Los Angeles,73,1490,7803,1948
CRP1-5254,2420 Catherine RD ,91001,Los Angeles,92,1782,6351,1929
CRNDP2107287,2017 Maxson ST ,92054,San Diego,2,2191,15300,2019
CROC21124335,2004 Entrada Paraiso ,92672,Orange,49,3584,10074,1972
CROC21129095,10879 El Mar AVE ,92708,Orange,47,2000,5000,1974
CC40953758,951 Dolores Ave ,94024,Santa Clara,75,996,5400,1946
ME221069186,105 Beverly ST ,94043,Santa Clara,24,1679,3176,1997
EB40955924,113 Havenwood Ave ,94513,Contra Costa,19,2524,5100,2002
CC40953873,1117 Sunlight Cir ,94518,Contra Costa,41,2125,10150,1980
BA321054816,1772 Andrews CIR ,94585,Solano,18,1839,6495,2003
EB40954288,329 Pacific Ave ,94611,Alameda,66,3312,6716,1955
ML81849568,407 Dixon RD ,95035,Santa Clara,61,1605,6118,1960
ML81848998,20 El Toro AVE ,95037,Santa Clara,86,891,7394,1935
ME221080358,21530 Naglee RD ,95304,San Joaquin,86,1045,50024,1935
CRMC21134506,784 Robin ,95340,Merced,23,1755,5998,1998
ME221073002,495 Emerson ST ,95626,Sacramento,60,1066,27443,1961
ME221049442,231 22nd ST ,95816,Sacramento,115,1104,2801,1906
ME202002208,31 Onyx CIR ,95965,Butte,6,1363,6098,2015
CRSB21057364,22846 Baywood DR ,90745,Los Angeles,22,1883,3471,1999
TM21-757526,23130 Erwin ST ,91367,Los Angeles,68,2870,26870,1953
CNSR20022334,22719 Coral WAY ,91390,Los Angeles,33,2214,6149,1988
CRCV21136237,2547 Lunes ,91750,Los Angeles,23,3895,10697,1998
CRIV21134701,26309 Dracaea AVE ,92555,Riverside,33,1602,7405,1988
CRNS21112162,820 Jackson DR ,93446,San Luis Obispo,33,2060,21780,1988
SF421565408,444 29th ST ,94131,San Francisco,121,1571,2848,1900
EB40953607,5210 Keller Ridge Dr ,94517,Contra Costa,22,3079,7750,1999
CC40953865,108 Hillcrest Dr ,94563,Contra Costa,67,1771,14000,1954
ML81848537,5455 Jigger DR ,95073,Santa Cruz,69,2068,5750,1952
ME221067424,1119 Stoneglen DR ,95360,Stanislaus,31,1756,6288,1990
ME221072833,9266 Whittemore DR ,95624,Sacramento,31,2020,8638,1990
ME221070276,1328 Blossom Hill WAY ,95661,Placer,43,1800,7597,1978
ME201903483,2558 Oak Knoll WAY ,95966,Butte,64,1104,21780,1957
CRCV21119993,1308 Volney DR ,90063,Los Angeles,32,1232,4555,1989
TM21-748566,3953 Brilliant DR ,90065,Los Angeles,60,1092,4525,1961
CROC21116909,6892 Jonathan ,90630,Orange,56,1640,6098,1965
CNSR21140848,12415 Henzie PL ,91344,Los Angeles,52,3170,8790,1969
CNSR21128532,1307 Valley High AVE ,91362,Ventura,57,1633,10000,1964
CRNDP2106646,41850 Via Del Gavilan ,92028,San Diego,43,2790,61419.6,1978
CREV21139911,33142 Avenue D ,92399,San Bernardino,70,1234,8000,1951
CRSW21083151,4865 Creekridge LN ,92545,Riverside,18,2137,6969,2003
CROC21112815,25491 Orchard Rim LN ,92630,Orange,44,2459,6270,1977
CROC21123281,641 Huntley DR ,92882,Riverside,25,2696,7405,1996
CRFR21155876,42436 John Muir DR ,93614,Madera,37,1300,43560,1984
SF421563548,536 Skyline DR ,94015,San Mateo,64,1150,3135,1957
BE40955518,2768 Pineridge ,94546,Alameda,64,2102,22491,1957
BA321050084,744 Penny Royal Lane ,94903,Marin,66,1639,6499,1955
ME221068638,1850 Erin WAY ,95382,Stanislaus,23,2315,10350,1998
BA321030025,2455 Burnt Oak DR ,95401,Sonoma,41,1625,7676,1980
ME221046381,7404 PRATT AVE ,95621,Sacramento,37,1515,6534,1984
ME221072764,5313 Bee Jay CT ,95628,Sacramento,35,1817,10019,1986
ME221068171,1356 Stoney Cross LN ,95648,Placer,14,1747,6338,2007
ME221065453,1456 Dreamy WAY ,95835,Sacramento,17,1353,4726,2004
ME221065700,23 Tajero CT ,95838,Sacramento,28,1440,5171,1993
ME201903787,9091 Shake Mill RD 34,95942,Butte,74,1830,27007,1947
ME202000735,6216 Cannon CT ,95954,Butte,30,1441,10890,1991
ME221068720,11622 Cement Hill RD ,95959,Nevada,34,2600,87120,1987
ME201900020,2705 Oro Bangor HWY ,95966,Butte,76,1227,4792,1945
TM21-752002,12760 Bristol CIR ,90049,Los Angeles,1,8887,19323,2020
CRP1-5158,4622 Alta Canyada RD ,91011,Los Angeles,93,2653,14205,1928
CNSR21126239,26911 Carmelita DR ,91355,Los Angeles,20,2074,563404,2001
CRSW21134670,28079 Panorama Hills DR ,92584,Riverside,17,1868,5663,2004
CROC21144842,24195 Juanita DR ,92587,Riverside,31,2772,124582,1990
CROC21132686,60 Essex LN ,92620,Orange,23,1900,2800,1998
CROC21129593,26931 Calle Real ,92624,Orange,57,1400,4949,1964
CRPW21135636,1234 S Corta DR ,92704,Orange,62,1296,6500,1959
CRSC21116718,2235 Mon Chere LN ,93458,Santa Barbara,20,1858,5227,2001
ML81851834,1016 Balboa AVE ,93950,Monterey,66,1550,5663,1955
BE40955403,40439 Blanchard St ,94538,Alameda,67,950,5000,1954
BE40958350,2947 Pickford Way ,94541,Alameda,44,2442,5964,1977
BA321053790,565 Brown ST ,94559,Napa,121,942,3559,1900
BE40954568,350 Adelaide Hills Ct ,94582,Contra Costa,18,2827,5438,2003
ML81848673,561 Chardonnay WAY ,95023,San Benito,27,1480,5998,1994
ML81848982,5740 Holland LN ,95118,Santa Clara,61,1198,5979,1960
ML81848898,6282 Mahan DR ,95123,Santa Clara,52,1143,6039,1969
ML81848058,1220 Husted AVE ,95125,Santa Clara,66,1826,8007,1955
ME221068570,250 Raylow AVE ,95336,San Joaquin,70,1658,11617,1951
ME221079438,277 W 22ND ST ,95376,San Joaquin,72,1094,5336,1949
ME221068664,2587 Paul Poole DR ,95377,San Joaquin,17,2776,6839,2004
BA321053680,453 Muscat ,95425,Sonoma,21,1531,6003,2000
ME221038097,639 Cinnabar CT ,95678,Placer,32,1901,10572,1989
ME221074606,3366 Nantucket CT ,95682,El Dorado,30,2327,51401,1991
ME201901754,4 Vermillion CIR ,95928,Butte,43,1498,10454,1978
ME202002809,3357 Summit Ridge TER ,95928,Butte,12,2486,13068,2009
ME602219,940 Parkhill ST ,95932,Colusa,74,3151,9583,1947
ME202000346,14661 Carnegie RD ,95954,Butte,37,1344,10019,1984
CRP1-5247,1857 Monte Vista ST ,91107,Los Angeles,98,1675,7504,1923
CNSR21130159,8927 Rubio AVE ,91343,Los Angeles,66,1849,7749,1955
CNSR21129486,23010 Brenford ST ,91364,Los Angeles,62,2084,9755,1959
CNSR21123755,28541 Gibraltar LN ,91384,Los Angeles,18,2247,7047,2003
TM21-750216,11674 Sunshine TER ,91604,Los Angeles,85,2674,6685,1936
CRCV21127846,26814 Sheffield LN ,92342,San Bernardino,32,1540,8450,1989
CROC21126323,5647 Helix ST ,92509,Riverside,38,1125,3485,1983
CRCV21126626,173 Willowbend ,92612,Orange,9,2268,4080,2012
CRPW21126938,1473 E Rosewood AVE ,92805,Orange,67,1279,6800,1954
CRPW21126263,18582 Woodwind LN ,92807,Orange,57,1966,8395,1964
CC40953659,1004 Rolling Woods Way ,94521,Contra Costa,23,2475,10250,1998
EB40954362,1254 Turquoise Dr ,94547,Contra Costa,33,1908,8460,1988
BE40953495,9856 A St ,94603,Alameda,111,1391,10780,1910
BA321060432,72 San Gabriel DR ,94930,Marin,65,1475,9383,1956
ML81851232,22021 Oaknoll CT ,95014,Santa Clara,57,2256,7583,1964
ME221069261,9279 Louis ST ,95624,Sacramento,14,2740,7971,2007
ME221068137,164 Hopper LN ,95630,Sacramento,31,1939,9100,1990
ME221070369,6160 Frost Ridge WAY ,95765,Placer,20,3196,6382,2001
ME221071823,8626 Amesbury CT ,95828,Sacramento,34,1587,9583,1987
ME221070309,8691 Fobes DR ,95843,Sacramento,28,1624,7227,1993
ME602048,9989 La Porte RD ,95925,Yuba,48,2886,95832,1973
ME201900768,9603 Rachel ST ,95953,Sutter,28,1403,6098,1993
ME202003170,176 Donald DR ,95973,Butte,31,4158,131551,1990
ME202101032,807 Jones ST ,95991,Sutter,80,1065,5227,1941
CNSR21135288,19848 Marilla ST ,91311,Los Angeles,63,3348,7839,1958
TM21-752822,7108 Marisa RD ,91405,Los Angeles,2,1901,2555,2019
CRCV21138724,1817 N Redding WAY ,91784,San Bernardino,11,2780,11685,2010
CRSW21122340,537 Vardon CIR ,92545,Riverside,11,2024,5227,2010
CRIV21122316,31154 Flying Cloud DR ,92677,Orange,52,1800,2745,1969
CRPW21099756,826 Buttonwood DR ,92821,Orange,53,1043,6762,1968
CROC21102259,751 N Orange ST ,92867,Orange,67,1010,5950,1954
CNSR21129361,44121 2nd Street East ,93535,Los Angeles,67,1036,6911,1954
ML81849204,1439 Rhone WAY ,93926,Monterey,19,2241,6000,2002
ML81848500,215 Oakdale ST ,94062,San Mateo,91,2100,6160,1930
BE40958072,3120 Washington St ,94501,Alameda,89,1552,3861,1932
EB40954984,1627 Marina Way ,94513,Contra Costa,16,3030,5313,2005
BE40954465,25722 Donald Ave ,94544,Alameda,74,1730,8568,1947
BA321053108,1616 Putnam WAY ,94954,Sonoma,50,1366,6299,1971
ML81848210,1882 Johnston AVE ,95125,Santa Clara,71,1359,6520,1950
ME221067915,1832 LOMITA AVE ,95204,San Joaquin,92,1466,5001,1929
CRMC21130987,1329 W 7th ST ,95341,Merced,70,952,7405,1951
ME221069620,3048 Stanton CIR ,95608,Sacramento,65,2032,10019,1956
ME221068955,8385 Horncastle AVE ,95747,Placer,20,3574,8847,2001
CRPW21131872,6413 E Don Julio ST ,90815,Los Angeles,69,1398,9298,1952
CRTR21128725,530 Glenshaw AVE ,91744,Los Angeles,66,1010,6158,1955
CRPW21132778,3541 Shadow Creek WAY ,91761,San Bernardino,37,1066,5700,1984
CRNDP2106834,3171 Coral DR ,92056,San Diego,49,1035,3000,1972
CROC21138615,22823 Islamare LN ,92630,Orange,51,1462,3605,1970
CROC21145461,27812 ESPINOZA ,92692,Orange,45,1450,3478,1976
CC40953534,4350 Quail Run Ln ,94506,Contra Costa,25,4652,71100,1996
CC40953835,924 San Benito Rd ,94707,Alameda,107,2114,4800,1914
ML81849283,21881 Hermosa AVE ,95014,Santa Clara,2,3502,10640,2019
ME221066065,120 N Crescent AVE ,95240,San Joaquin,81,884,5009,1940
ME221065762,3523 Koso ST ,95618,Yolo,25,1930,6068,1996
ME221069946,8847 Olive Ranch Lane ,95628,Sacramento,26,2153,10838,1995
ME221072143,8233 Montevina ,95829,Sacramento,29,1239,6869,1992
ME221072808,3112 Key Largo CT ,95843,Sacramento,31,1818,6791,1990
TM21-751904,239 20Th ST ,90402,Los Angeles,32,5047,8922,1989
CRPW21132179,910 E Francis AVE ,90631,Orange,71,1250,5720,1950
CRPW21129139,11444 Harrisburg RD ,90720,Orange,62,2347,8120,1959
CRPTP2104033,58 Tamarindo Way ,91911,San Diego,6,1870,7221,2015
CRNDP2107706,2811 Avenida Valera ,92009,San Diego,27,2006,8670,1994
CRIV21125831,13501 Ninebark ST ,92553,Riverside,34,1060,7841,1987
CRSW21126867,45490 Masters DR ,92592,Riverside,35,2129,9148,1986
CRSW21122318,32175 Caminito Osuna ,92592,Riverside,30,2350,7841,1991
CRNP21131799,15051 Clemons CIR ,92604,Orange,49,2160,6832,1972
CRCV21124721,979 Denver DR ,92626,Orange,59,1834,5992,1962
CRV0-218013302,2165 Ramelli AVE ,93003,Ventura,55,1402,6000,1966
CRV1-6662,6022 Gitana AVE ,93012,Ventura,36,1553,5239,1985
CRV0-219014072,4044 Cliffrose AVE ,93021,Ventura,36,3069,6900,1985
CNSR21140914,38616 21st ST ,93550,Los Angeles,68,983,6993,1953
ML81848792,26992 Gading RD ,94544,Alameda,68,1659,5141,1953
ML81848139,1484 Jeffery AVE ,95118,Santa Clara,61,1270,7353,1960
ML81847997,1005 Arlington LN ,95129,Santa Clara,65,1160,6668,1956
CRMC21124996,2325 Fay DR ,95301,Merced,43,1330,8276,1978
ME221065248,3611 James W Smith Loop ,95377,San Joaquin,23,1421,5998,1998
ME221068374,2828 Boxcar ,95765,Placer,1,1819,5297,2020
ME221047590,1654 Vosspark WAY ,95835,Sacramento,18,1358,4726,2003
ME221079026,7650 Zephyr Hills WAY ,95843,Sacramento,34,2008,5663,1987
ME201900386,720 Hazel ST ,95928,Butte,78,696,2178,1943
ME202002945,22 Hoover ST ,95966,Butte,67,1054,9148,1954
CRSN21131259,26334 Second ST ,96092,Tehama,85,1966,10415,1936
TM21-747008,13028 Saint Andrews PL ,90249,Los Angeles,66,1636,5600,1955
CRSB21131582,1721 Axenty WAY ,90278,Los Angeles,59,1558,2519,1962
CRPV21129166,1818 W 26th ST ,90732,Los Angeles,64,1501,5573,1957
CRAR21129169,542 Shady Oaks DR ,91016,Los Angeles,42,2024,12676,1979
CRCV21125881,803 N Banna AVE ,91724,Los Angeles,60,1352,7697,1961
CRCV21121742,14068 Meadow LN ,92358,San Bernardino,71,1122,3100,1950
CROC21138431,73 New Dawn ,92620,Orange,23,5100,7858,1998
CROC21129330,22251 Shadow Ridge ,92692,Orange,33,3423,10898,1988
CNSR21147276,41455 151st ST ,93535,Los Angeles,35,1134,41904,1986
ML81849272,163 Colby ST ,94134,San Francisco,70,986,3000,1951
BE40954214,979 Leonardo Way ,94541,Alameda,70,1070,5000,1951
BA321052958,14 Canterbury DR ,94558,Napa,31,3171,28880,1990
CC40954293,76 Van Ripper Lane ,94563,Contra Costa,70,2091,15000,1951
EB40956531,11 Ivy Dr ,94563,Contra Costa,69,2263,10440,1952
BA321055237,276 Tamarisk CIR ,94585,Solano,28,1599,3485,1993
EB40953876,1471 Hopkins St ,94702,Alameda,97,1672,3838,1924
BA321059006,9 Chanticleer ,94939,Marin,101,1276,9500,1920
BA321060459,3 Upper RD W ,94957,Marin,71,3952,75250,1950
ML81848564,202 Chippendale CT ,95032,Santa Clara,45,2755,16312,1976
ME201901926,828 Tehama AVE ,95965,Butte,74,976,25700,1947
CRPW21129436,1706 Terrace LN ,91768,Los Angeles,37,913,2545,1984
CROC21114316,9 Avignon AVE ,92610,Orange,27,1900,4800,1994
CROC21132523,5155 Thorn Tree LN ,92612,Orange,46,1398,6720,1975
CROC21137622,301 Calle Rica ,92672,Orange,56,1760,10285,1965
CRPW21124619,11392 Arroyo AVE ,92705,Orange,72,1830,16500,1949
CNSR21122023,409 S Bel Air ST ,92804,Orange,66,2098,7662,1955
CRPW21108600,1084 S Taylor CT ,92808,Orange,21,3891,12400,2000
BE40956472,3109 Ferngrove Way ,94531,Contra Costa,30,1685,6740,1991
BE40955752,3043 Logan St ,94601,Alameda,109,1212,4560,1912
ML81848086,180 Silverwood DR ,95066,Santa Cruz,25,3298,20691,1996
ML81848100,1652 Fairorchard AVE ,95125,Santa Clara,61,1746,6511,1960
CRMC21140571,3631 Pointer CT ,95340,Merced,20,1897,5136,2001
ME221069151,337 Severin AVE ,95354,Stanislaus,72,1056,7440,1949
ME221066452,1416 Hickory ST ,95678,Placer,35,1326,6286,1986
ME221065017,1404 Hurlston WAY ,95747,Placer,30,1504,7850,1991
ME221063085,2215 22nd ST ,95818,Sacramento,83,1028,3049,1938
ME221071381,5530 Jonesboro WAY ,95835,Sacramento,18,2363,8455,2003
CRSN21134315,3861 Cartwright ST ,95928,Butte,2,1040,52272,2019
ME202100422,13761 Sun Forest DR ,95946,Nevada,40,1216,16117,1981
TM21-738444,1332 Douglas ST ,90026,Los Angeles,7,1893,1300,2014
CRPV21114849,1006 S Goodhope AVE ,90732,Los Angeles,70,928,6075,1951
CRP1-5163,3223 Grandeur AVE ,91001,Los Angeles,97,1212,7807.14,1924
CRP0-819000646,3810 Hampton RD ,91107,Los Angeles,73,2625,14019,1948
CRPTP2104114,142 Moss St ,91911,San Diego,64,1841,7000,1957
CRNDP2107097,331 Camino De Las Flores ,92024,San Diego,45,2802,10007,1976
CROC21109642,5201 Tasman DR ,92649,Orange,1,3289,7140,2020
CROC21133894,9416 El Valle AVE ,92708,Orange,56,1875,7201,1965
CROC21128920,1162 W Hampshire AVE ,92802,Orange,64,1628,6720,1957
CRCV21118275,1920 Georgetown DR ,92881,Riverside,25,1236,12197,1996
CNSR21144235,511 Owens River DR ,93036,Ventura,4,2437,6838,2017
ML81854302,2526 Betlo AVE ,94043,Santa Clara,65,1216,4968,1956
BE40956125,1424 Cullen Dr ,94505,Contra Costa,14,2888,7253,2007
BE40953584,500 Almond Dr ,94513,Contra Costa,13,1699,22216,2008
BA321054323,2056 Davis DR ,94533,Solano,45,1618,6098,1976
BE40953916,5243 Lilac Ave ,94551,Alameda,48,1040,5985,1973
BA321054046,1103 Jeanne CT ,94585,Solano,44,1820,6098,1977
BA321067442,215 Central AVE ,94590,Solano,88,920,3938,1933
CC40954338,2193 Gill Port Lane ,94598,Contra Costa,58,1959,7650,1963
ML81849194,17131 Parkview DR ,95037,Santa Clara,53,2733,38800,1968
ME221072203,1342 7th ST ,95366,San Joaquin,36,1200,6129,1985
BA321055120,1835 Bancroft DR ,95401,Sonoma,45,1240,6599,1976
ME221064717,5373 Brookfield CIR ,95677,Placer,21,2035,6469,2000
ME202100903,4303 Jeffery CT ,95961,Yuba,59,1244,6534,1962
ME201900445,90 Apache CIR ,95966,Butte,42,1200,6534,1979
CRSB21127329,1263 W 89th ST ,90044,Los Angeles,71,768,6085,1950
